Subject_ID,probe,Block1 (S1),Filter Used for Block 1 (S1),Block2 (S1),Filter Used for Block 2 (S1),Block1 (S2),Filter Used for Block 1 (S2),Block2 (S2),Filter Used for Block 2 (S2),Block1 (S3),Filter Used for Block 1 (S3),Block2 (S3),Filter Used for Block 2 (S3)
NE076,CCHUNB1,1084.0,0.3,2103.0,0.4,1084.0,0.5,2103,0.6,,,,
NE076,CCHUNB1,1084.0,0.5,2103.0,0.5,1084.0,0.6,2103,0.7,,,,
NE076,CCHUNB1,1084.0,0.3,2102.0,0.6,1084.0,0.4,2102,0.2 A No filter,,,,
NE077,CCHUNB1,1084.0,0.2,2103.0,0.2,1084.0,0.2,2103,0.3,,,,
NE077,CCHUNB1,2101.0,"1.0 Good for A & D, 1.1 Good for B & C",2103.0,"0.5 Good for A, B & C, 0.2 Good for D",1084.0,0.5,2103.0,0.6,,,,
NE077,CCHUNB1,1084.0,0.4,2103.0,"0.4 Good for A, B & C, 0.1 Good for D",1084.0,0.3,2103.0,0.5,,,,
NE077,CCHUNB1,1084.0,0.4,2102.0,0.8,1084.0,0.5,2103.0,0.6,,,,
NE077,CCHUNB1,1084.0,"0.4 Good for A, B, & C, 0.3 Good for C & D",2103.0,"0.4 Good for A, B, & C, 0.2 Good for C & D",1084.0,0.6,2102,0.9 Good for A & B,,,,
NE079,CCHUNB6A,1084.0,0.2,2103.0,0.2,1084.0,0.4,2103,0.4,,,,
NE080,CCHUNB6A,1084.0,0.5,2103.0,0.6,1084.0,0.9,2103,0.9,,,,
NE080,CCHUNB3,1084.0,0.8,2103.0,0.8,1084.0,0.5,2103,0.6,,,,
NE080,CCHUNB1,1084.0,0.5,2103.0,0.6,1084.0,1.0,2103,"0.9 Good for A & D, 1.1 Good for B & C",1084,0.8,2103,"0.7 Good for A & B, 0.9 Good for C & D; **S4** 0.3 ND for both 1084 and 2103 Blocks"
NE080,CCHUNB1,1084.0,"0.3 Good for A, B & C, 0.1 Good for D",2102.0,0.5,1084.0,0.1,2102,0.3,,,,
NE080,CCHUNB1,1084.0,0.3,2102.0,0.5,1084.0,0.4,2103.0,"0.8 Good for A & B, 0.4 Good for C & D",,,,
NE081,CCHUNB3,1084.0,0.4,2103.0,0.4,1084.0,0.6,2103,0.8,,,,
NE081,CCHUNB1,1084.0,0.5,2103.0,0.4,1084.0,0.5,2103,0.5,1084,0.6,2103,"0.5 Good for A, B & C, 0.7 Good for D"
NE081,CCHUNB1,1084.0,0.5,2103.0,0.5,1084.0,0.8,2103,0.8,,,,
NE081,CCHUNB1,1084.0,0.4,2103.0,0.4,1084.0,0.5,2103,0.5,,,,
NE082,CCHUNB1,1084.0,0.2,2103.0,0.2,1084.0,0.4,2103,0.6,,,,
NE082,CCHUNB1,1084.0,0.3,2102.0,0.6,1084.0,0.6,2103.0,0.7,,,,
NE083,CCHUNB6A,1084.0,1.1/0.7,2103.0,1.1/0.9/0.6ND,1084.0,0.6,2103,0.8,,,,
NE083,CCHUNB1,1084.0,0.4,2102.0,0.9,1084.0,0.3,2102,0.4,,,,
NE083,CCHUNB1,1084.0,0.3,2102.0,0.5,1084.0,0.1,2102,0.3,,,,
NE083,CCHUNB1,1084.0,"0.4 Good for A & B, 0.1 Good for C & D",2102.0,"0.8 Good for A & B, 0.4 Good for C & D",1084.0,0.3,2102,0.7,,,,
NE085,CCHUNB1,1084.0,"0.5 Good for A, B & C, 0.3 Good for D",2103.0,"0.7 Good for A, B & C, 0.3 Good for D",1084.0,0.5,2103,"0.4 Good for A, B & C, 0.7 Good for D",,,,
NE085,CCHUNB1,1084.0,0.5,2103.0,"0.6 Good for A, B & C, 0.5 Good for C and D",1084.0,0.8,2103,0.9,,,,
NE085,CCHUNB1,1084.0,"0.7 Good for A & B, 0.5 Good for C & D",2103.0,"0.7 Good for A, B & C; 0.3 Good for D",1084.0,0.5,2103,0.6,,,,
NE085,CCHUNB1,1084.0,"0.7 Good for A & B, 0.3 Good for C & D",2103.0,0.7,1084.0,0.5,2103.0,0.5,,,,
NE086,CCHUNB1,1084.0,0.3,2103.0,0.3,1084.0,0.3,2103,0.4,,,,
NE088,CCHUNB2,1084.0,0.5,2103.0,0.5,1084.0,0.6,2103,"0.6 Good for A, B & C, 0.7 Good for D",,,,
NE088,CCHUNB2,1084.0,0.3,2103.0,0.3,1084.0,0.5,2103,0.6,,,,
NE088,CCHUNB1,1084.0,0.3,2103.0,0.3,1084.0,0.3,2103,0.4,,,,
NE088,CCHUNB1,1084.0,0.3,2103.0,0.4,1084.0,0.3,2103,0.3,,,,
NE088,CCHUNB1,1084.0,0.3,2102.0,0.6,1084.0,0.5,2102,0.8,,,,
NE088,CCHUNB1,1084.0,0.4,2102.0,0.6,1084.0,0.5,2103.0,0.5,,,,
NE089,CCHUNB2,1084.0,0.5,2103.0,0.5,1084.0,0.6,2103,0.7,,,,
NE089,CCHUNB3,1084.0,0.2,2103.0,0.3,1084.0,0.2,2103,0.3,,,,
NE089,CCHUNB1,1084.0,0.5,2103.0,0.5,1084.0,0.5,2103,0.6,,,,
NE089,CCHUNB1,1084.0,0.5,2102.0,"0.9 Good for A, B & C; 0.7 Good for D",1084.0,0.3,2102,0.3,1084,0.2,2102,0.2
NE089,CCHUNB1,1084.0,"0.4 Good for A, B & C; 0.2 Good for D",2103.0,NA ,1084.0,0.5,2103,0.5,,,,
NE089,CCHUNB1,1084.0,0.4,2103.0,"0.6 Good for A, B & C, 0.3 Good for D",1084.0,0.2,2103.0,0.3,,,,
NE089,CCHUNB1,1084.0,0.4,2102.0,0.9,1084.0,0.1,2103.0,"0.6 Good for A & B, 0.2 Good for C & D",,,,
NE090,CCHUNB1,1084.0,0.5,2103.0,0.5,1084.0,0.5,2103,0.5,,,,
NE091,CCHUNB3,1084.0,0.5,2103.0,0.5,1084.0,0.5,2103,0.5,,,,
NE091,CCHUNB1,1084.0,0.6,2103.0,0.6,1084.0,0.8,2103,0.9,1084,"0.7 Good for A & B, 0.3 Good for C & D",2103,"0.7 Good for A & B, 0.3 Good for C & D"
NE091,CCHUNB1,1084.0,"0.5 Good for A, 0.3 Good for B, C & D",2103.0,"0.5 Good for A & B, 0.2 Good for C & D",1084.0,0.3,2103,0.4,1084,0.6,2103,0.7
NE091,CCHUNB1,1084.0,0.7 ,2103.0,0.7,1084.0,0.3,2102,0.6,,,,
NE091,CCHUNB1,1084.0,"0.3 Good for A, B & C, No filter Good for D",2102.0,"0.6 Good for A, B & C, 0.3 Good for D",1084.0,0.5,2103.0,0.6,,,,
NE092,CCHUNB1,1084.0,0.6,2103.0,0.6,1084.0,0.5,2103,"0.9 Good for A, B & C, 0.6 Good for D",,,,
NE092,CCHUNB1,1084.0,0.2,2102.0,0.5,1084.0,0.2,2103.0,"1.3 Good for A & B, 1.0 Good for C & D",,,,
NE097,CCHUNB2,1084.0,0.4,2103.0,0.4,1084.0,0.5,2103,0.6,,,,
NE099,CCHUNB2,1084.0,0.4,2103.0,0.5,1084.0,0.7,2103,0.7,,,,
NE099,CCHUNB1,1084.0,0.3,2103.0,0.3,1084.0,0.5,2103,0.5,,,,
NE099,CCHUNB1,1084.0,0.5,2103.0,0.6,1084.0,0.3,2103,0.3,1084,0.8,2103,0.9
NE100,CCHUNB1,1084.0,0.2,2103.0,0.2,1084.0,0.5,2103.0,"0.6 Good for A, B & C, 0.3 Good for D",,,,
NE100,CCHUNB1,1084.0,0.1,2102.0,0.3,1084.0,0.8,2103.0,"0.9 Good for A, B & D, 1.0 Good for C",,,,
NE101,CCHUNB6A,1084.0,0.9(good for AB); 0.5(GOOD FOR CD),2103.0,0.9(good for AB); 0.5(GOOD FOR CD),1084.0,0.6,2103,0.6,,,,
NE101,CCHUNB6A,1084.0,"0.7 Good for A & B, 0.4 Good for C & D",2103.0,"0.8 Good for A & B, 0.5 Good for C, 0.3 Good for D",1084.0,0.8,2103,0.8,,,,
NE101,CCHUNB1,1084.0,0.5,2103.0,"0.6 Good for A, B & C, 0.3 Good for D",1084.0,0.3,2103,0.3,,,,
NE101,CCHUNB1,1084.0,"0.6 Good for A, B & C; 0.3 Good for D",2103.0,"0.6 Good for A, B & C; 0.3 Good for D",1084.0,0.3,2103,0.3,,,,
NE101,CCHUNB1,1084.0,0.3,2103.0,0.3,1084.0,0.2,2103,"0.8 Good for A & B, 0.3 Good for C & D",,,,
NE101,CCHUNB1,2101.0,1.0,2103.0,"0.5 Good for A & B, 0.2 Good for C & D",1084.0,0.5,2102.0,0.9,,,,
NE102,CCHUNB1,1084.0,0.3,2103.0,0.3,1084.0,0.3,2103,0.3,,,,
NE103,CCHUNB1,1084.0,0.1,2103.0,0.1,1084.0,0.3,2103,0.3,,,,
NE103,CCHUNB1,1084.0,0.1,2103.0,0.1,1084.0,0.2,2103,0.2,,,,
NE103,CCHUNB1,1084.0,0.3,2103.0,0.4,1084.0,0.6,2103,0.6,,,,
