Subject_ID,probe,Block1 (S1),Filter Used for Block 1 (S1),Block2 (S1),Filter Used for Block 2 (S1),Block1 (S2),Filter Used for Block 1 (S2),Block2 (S2),Filter Used for Block 2 (S2),Block1 (S3),Filter Used for Block 1 (S3),Block2 (S3),Filter Used for Block 2 (S3)
NE024,CCHUNB1,1084.0,0.1,2102,0.5,,,,,,,,
NE024,CCHUNB1,1084.0,0.2,2102,0.5,,,,,,,,
NE024,CCHUNB1,1084.0,0.2,2102,0.5,,,,,,,,
NE024,CCHUNB1,1084.0,0.3,2102,0.6,,,,,,,,
NE025,CCHUNB6A,1084.0,0.5,2103,0.5,,,,,,,,
NE025,CCHUNB3,1084.0,0.5,2103,0.5,1084,0.3,2103,0.4,,,,
NE025,CCHUNB1,1084.0,0.3,2103,0.3,1084,0.3,2103,0.3,1084,0.4,2103,0.4
NE025,CCHUNB1,1084.0,0.4,2102,0.7,1084,0.4,2103.0,0.5,,,,
NE025,CCHUNB1,1084.0,0.2,2102,0.5,1084,0.5,2103.0,0.7,,,,
NE025,CCHUNB1,1084.0,0.5,2102,0.8,,,,,,,,
NE025,CCHUNB1,1084.0,0.3,2102,0.6,,,,,,,,
NE025,CCHUNB1,1084.0,0.3,2102,0.6,,,,,,,,
NE026,CCHUNB6A,1084.0,0.3,2103,0.3,,,,,,,,
NE026,CCHUNB3,1084.0,0.1,2103,0.1,,,,,,,,
NE026,CCHUNB1,1084.0,0.2,2103,0.2,1084,0.1,2103,0.1,,,,
NE026,CCHUNB1,1084.0,0.3,2102,0.5,,,,,,,,
NE026,CCHUNB1,1084.0,0.1,2102,0.3,,,,,,,,
NE026,CCHUNB1,1084.0,0.1,2102,0.2,,,,,,,,
NE026,CCHUNB1,1084.0,0.1,2102,0.3,,,,,,,,
NE027,CCHUNB3,1084.0,0.5,2103,0.5,,,,,,,,
NE027,CCHUNB1,1084.0,0.7,2103,0.7,1084,"0.9 Good for A & B, 0.4 Good for C & D",2103,"0.9 Good for A & B, 0.4 Good for C & D",,,,
NE027,CCHUNB1,1084.0,0.4,2103.0,0.4 Good for C and D: 0.9 Good for A and B on Block 2103,,,,,,,,
NE027,CCHUNB1,1084.0,0.2,2103.0,"0.7 Good for A, B and C, 0.3 Good for D",,,,,,,,
NE027,CCHUNB1,1084.0,0.5,,,,,,,,,,
NE027,CCHUNB1,1084.0,0.1,2102,"0.9 good for A, B & C detectors",,,,,,,,
NE027,CCHUNB1,1084.0,0.4,2102,"0.8 good for A, B & C detectors",,,,,,,,
NE028,CCHUNB6A,1084.0,0.5,2103,0.5,1084,0.5,2103,0.5,,,,
NE028,CCHUNB3,1084.0,0.3,2103,0.3,1084,0.5,2103,0.5,,,,
NE028,CCHUNB1,1084.0,0.4,2103,0.4,1084,0.5,2103,0.6,,,,
NE028,CCHUNB1,1084.0,0.3,2103,0.3,1084,0.5,2103,0.5,1084,0.6,2103,0.7
NE028,CCHUNB1,1084.0,0.4,2102,0.7,1084,0.4,2102,,1084,0.5,2102,
NE028,CCHUNB1,1084.0,0.5,2102,0.8,1084,0.2,2102,0.5,,,,
NE028,CCHUNB1,1084.0,0.3,2102,0.6,,,,,,,,
NE028,CCHUNB1,1084.0,0.3,2102,0.6,,,,,,,,
NE029,CCHUNB6A,1084.0,0.5,2103,0.6,,,,,,,,
NE029,CCHUNB2,1084.0,0.3,2103,0.3,,,,,,,,
NE029,CCHUNB1,1084.0,0.3,2103,0.3,,,,,,,,
NE029,CCHUNB1,1084.0,0.3,2103,0.4,,,,,,,,
NE029,CCHUNB1,1084.0,0.3,2102,0.6,,,,,,,,
NE029,CCHUNB1,1084.0,0.3,2102,0.6,,,,,,,,
NE029,CCHUNB1,1084.0,0.3,2102,0.6,,,,,,,,
NE029,CCHUNB1,1084.0,0.3,2103.0,0.5,1084,0.3,2103.0,0.5,,,,
NE030,CCHUNB3,1084.0,0.5,2103,0.6,1084,0.4,2103,0.4,,,,
NE030,CCHUNB1,1084.0,0.2,2103,0.2,1084,0.2,2103,0.2,,,,
NE030,CCHUNB1,1084.0,0.3,2103,0.3,,,,,,,,
NE030,CCHUNB1,1084.0,0.3,2103,0.5,,,,,,,,
NE030,CCHUNB1,1084.0,0.1,2103,0.1,,,,,,,,
NE030,CCHUNB1,1084.0,0.3,2103,0.3,1084,Not Noted,2103,Not Noted,,,,
NE030,CCHUNB1,1084.0,0.3,2103,0.3,,,,,,,,
NE030,CCHUNB1,1084.0,0.3,2103.0,0.5,1084,0.3,2103.0,0.5,,,,
NE030,CCHUNB1,1084.0,0.5,2103.0,0.6,1084,0.6,2103.0,"0.6 Good for A, 0.8 Good for B, C, and D",,,,
NE030,CCHUNB1,1084.0,0.5,2103.0,0.6,,,,,,,,
NE030,CCHUNB1,1084.0,0.5,2102,0.8,,,,,,,,
NE030,CCHUNB1,1084.0,0.4,2102,0.9,,,,,,,,
NE030,CCHUNB1,1084.0,0.3,2102,0.6,,,,,,,,
NE030,CCHUNB1,1084.0,0.3,2102,0.7,,,,,,,,
NE030,CCHUNB1,1084.0,0.3,2102,0.7,1084,0.5,2103.0,0.7,,,,
NE030,CCHUNB1,1084.0,0.3,2102,0.7,,,,,,,,
NE030,CCHUNB1,1084.0,0.3,2102,0.6,,,,,,,,
NE030,CCHUNB1,1084.0,0.4,2102,0.8,1084,0.5,,,,,,
NE031,CCHUNB6A,1084.0,0.3,2103,0.3,,,,,,,,
NE031,CCHUNB3,1084.0,0.3,2103,0.3,,,,,,,,
NE031,CCHUNB1,1084.0,0.3,2103,0.4,,,,,,,,
NE031,CCHUNB1,1084.0,0.2,2102,0.5,,,,,,,,
NE031,CCHUNB1,1084.0,0.2,2102,0.4 ,1084,0.2,2102,0.6,,,,
NE031,CCHUNB1,1084.0,0.2,2102,0.4,,,,,,,,
NE031,CCHUNB1,1084.0,0.2,2102.0,0.5,1084,0.3,2102.0,0.5,,,,
NE031,CCHUNB1,1084.0,0.1,2102,0.4,,,,,,,,
NE032,CCHUNB2,1084.0,0.6,2103,0.7,1084,0.5,2103,0.6,,,,
NE032,CCHUNB1,1084.0,0.4,2103,0.4,1084,0.5,2103,0.5,,,,
NE032,CCHUNB1,1084.0,0.3,2102,0.6,1084,0.5,2102,0.9,,,,
NE032,CCHUNB1,1084.0,0.3,2102,0.5,1084,0.5,2103.0,0.5,,,,
NE032,CCHUNB1,1084.0,0.2,2102,0.5,1084,0.3,2102,0.8,,,,
NE032,CCHUNB1,1084.0,0.4,2102,0.7,,,,,,,,
NE032,CCHUNB1,1084.0,0.3,2102,0.7,,,,,,,,
NE032,CCHUNB1,1084.0,0.2,2102,0.5,,,,,,,,
NE033,CCHUNB1,1084.0,0.2,2102,0.5,,,,,,,,
NE033,CCHUNB1,1084.0,0.1,2102,0.4,,,,,,,,
NE033,CCHUNB1,1084.0,0.1,2102,0.4,,,,,,,,
NE034,CCHUNB1,1084.0,0.5,2103,0.6,,,,,,,,
NE034,CCHUNB1,1084.0,0.5,2102,0.7,1084,0.5,2103.0,0.6,,,,
NE034,CCHUNB1,1084.0,0.3,2102,0.6,,,,,,,,
NE034,CCHUNB1,1084.0,0.3,2102,0.6,,,,,,,,
NE034,CCHUNB1,1084.0,0.4,2102,0.9,,,,,,,,
NE034,CCHUNB1,1084.0,0.3,2102,0.7,,,,,,,,
NE034,CCHUNB1,1084.0,0.2,2102,0.4,,,,,,,,
NE035,CCHUNB6A,1084.0,0.8,2103,0.8,,,,,,,,
NE035,CCHUNB3,1084.0,0.5,2103,0.5,,,,,,,,
NE035,CCHUNB1,1084.0,0.5,2103,0.5,1084,0.7,2103,0.7,,,,
NE035,CCHUNB1,1084.0,0.5,2103.0,0.5,1084,0.5 ,2103.0,0.6,,,,
NE035,CCHUNB1,1084.0,0.2,2103.0,"0.6 Good for A and B, 0.3 Good for C and D",1084,0.5,2102,0.9,,,,
NE035,CCHUNB1,1084.0,0.5,2102,0.9,,,,,,,,
NE035,CCHUNB1,1084.0,0.4,2102,0.7,,,,,,,,
NE035,CCHUNB1,1084.0,0.4,,,,,,,,,,
NE036,CCHUNB3,1084.0,0.5,2103,"0.5 Good for A, B & C, 0.3 Good for D",1084,0.5,2103,0.5,,,,
NE036,CCHUNB3,1084.0,0.2,2103,0.2,,,,,,,,
NE036,CCHUNB1,1084.0,0.5,2103,"0.6 Good for A, B & C, 0.3 Good for D",1084,0.8,2103,0.8,,,,
NE036,CCHUNB1,1084.0,0.4,2103,0.5,,,,,,,,
NE036,CCHUNB1,1084.0,0.4,2102,0.8,1084,0.5 ,2103.0,0.7,,,,
NE036,CCHUNB1,1084.0,0.5,2102.0,0.9,1084,0.5,2103.0,0.6,,,,
NE036,CCHUNB1,1084.0,0.5,2103.0,0.5,,,,,,,,
NE036,CCHUNB1,1084.0,0.4,2102,0.7,1084,0.4,2103.0,0.7,,,,
NE036,CCHUNB1,1084.0,0.4,2102,0.7,,,,,,,,
NE036,CCHUNB1,1084.0,0.3,2102,0.8,,,,,,,,
NE036,CCHUNB1,1084.0,0.1,2102,0.6,,,,,,,,
NE037,CCHUNB3,1084.0,0.3,2103,0.3,,,,,,,,
NE037,CCHUNB1,1084.0,0.3,2103,0.3,1084,0.3,2103,0.3,,,,
NE037,CCHUNB1,1084.0,0.3,2102,0.6,,,,,,,,
NE037,CCHUNB1,1084.0,0.3,2102,0.7,,,,,,,,
NE037,CCHUNB1,1084.0,0.4,2102,0.7,1084,0.5,2102,0.8,,,,
NE037,CCHUNB1,1084.0,0.2,2102,"0.8 Good for A and B, 0.5 Good for C and D",1084,0.3,2102,0.6,,,,
NE037,CCHUNB1,1084.0,0.1,2102,"0.4 Good for C and D, 0.8 Good for A and B",1084,0.2,2102,0.5,,,,
NE038,CCHUNB6A,1084.0,0.1,2103,0.1,,,,,,,,
NE038,CCHUNB3,1084.0,0.1,2103,0.1,,,,,,,,
NE038,CCHUNB1,1084.0,0.2,2103,0.2,1084,0.1,2103,0.1,,,,
NE038,CCHUNB1,1084.0,0.1,2102,0.4,,,,,,,,
NE038,CCHUNB1,1084.0,0.3,2102,0.7,,,,,,,,
NE038,CCHUNB1,1084.0,0.5,2102,0.8,,,,,,,,
NE038,CCHUNB1,1084.0,0.4,2102,0.8,,,,,,,,
NE039,CCHUNB1,1084.0,0.3,2103,0.3,1084,0.5,2103,0.5,,,,
NE039,CCHUNB1,1084.0,0.3,2102,0.5,,,,,,,,
NE039,CCHUNB1,1084.0,0.2,2102,0.5,,,,,,,,
NE039,CCHUNB1,1084.0,0.4,2102,0.8,,,,,,,,
NE039,CCHUNB1,1084.0,0.3,2102,0.5,,,,,,,,
NE039,CCHUNB1,1084.0,0.2,2102,0.3,,,,,,,,
NE040,CCHUNB2,1084.0,0.7,2103,0.7,,,,,,,,
NE040,CCHUNB2,1084.0,0.5,2103,0.6,1084,0.6,2103,0.6,,,,
NE040,CCHUNB1,1084.0,0.5,2103,0.5,1084,0.9,2103,"0.8 Good for A, 1.1 Good for B, C & D",,,,
NE040,CCHUNB1,1084.0,0.5,2102,0.9,,,,,,,,
NE040,CCHUNB1,1084.0,0.3,2103.0,0.5,,,,,,,,
NE040,CCHUNB1,1084.0,0.1,2102,0.6,1084,0.5,2102,0.9,,,,
NE040,CCHUNB1,1084.0,0.3,2102,0.7,,,,,,,,
NE040,CCHUNB1,1084.0,0.5,2102,0.9,,,,,,,,
NE040,CCHUNB1,1084.0,0.5,2103.0,0.5,,,,,,,,
NE041,CCHUNB6A,1084.0,0.3,2103,0.3,,,,,,,,
NE041,CCHUNB1,1084.0,0.3,2103,0.3,,,,,,,,
NE041,CCHUNB1,1084.0,0.5,2103.0,0.5,,,,,,,,
NE041,CCHUNB1,1084.0,0.3,2102,0.6,1084,0.5,2103.0,0.5,,,,
NE041,CCHUNB1,1084.0,0.3,2102.0,0.7,1084,0.5,2103.0,0.5,,,,
NE042,CCHUNB6A,1084.0,0.5,2103,0.5,,,,,,,,
NE042,CCHUNB2,1084.0,0.4,2103,0.5,,,,,,,,
NE042,CCHUNB2,1084.0,0.8,2103,0.8,,,,,,,,
NE042,CCHUNB3,1084.0,0.4,2103,0.5,1084,0.6,2103,0.7,,,,
NE042,CCHUNB1,1084.0,0.3,2103,0.3,1084,0.5,2103,0.6,1084,"0.5 Good for A, 0.7 Good for B, C & D",2103,"0.5 Good for A, 0.8 Good for B & C, 1.0 Good for D"
NE042,CCHUNB1,1084.0,0.3,2102,0.6,,,,,,,,
NE042,CCHUNB1,1084.0,0.3,2102,0.5,1084,0.5,2103.0,0.5,,,,
NE042,CCHUNB1,1084.0,0.3,2102,0.7,,,,,,,,
NE042,CCHUNB1,1084.0,0.3,2102,0.6,,,,,,,,
NE042,CCHUNB1,1084.0,0.3,2102,No filter??,1084,"3 Good for A, B and C, No filter Good for C and D",2102,0.5,,,,
NE043,CCHUNB2,1084.0,0.4,2103,0.4,,,,,,,,
NE043,CCHUNB3,1084.0,0.2,2103,0.3,1084,0.3,2103,0.3,,,,
NE043,CCHUNB1,1084.0,0.3,2103,0.3,1084,0.4,2103,0.4,,,,
NE043,CCHUNB1,1084.0,0.3,2103,0.3,,,,,,,,
NE043,CCHUNB1,1084.0,0.5,2102,0.7,,,,,,,,
NE043,CCHUNB1,1084.0,0.4,2102,0.8,,,,,,,,
NE043,CCHUNB1,1084.0,0.3,2102,0.5,,,,,,,,
NE043,CCHUNB1,1084.0,0.3,2102,0.5,,,,,,,,
NE045,CCHUNB6A,1084.0,0.8,2103,0.8,,,,,,,,
NE045,CCHUNB3,1084.0,0.7,2103,0.8,,,,,,,,
NE045,CCHUNB1,1084.0,0.3,2103,0.4,,,,,,,,
NE045,CCHUNB1,1084.0,0.5,2102,0.9,,,,,,,,
NE045,CCHUNB1,1084.0,0.4,2102,0.8,,,,,,,,
NE046,CCHUNB6A,1084.0,0.6,2103,0.7,,,,,,,,
NE046,CCHUNB3,1084.0,0.3,2103,0.3,,,,,,,,
NE046,CCHUNB1,1084.0,0.3,2103,0.3,,,,,,,,
NE046,CCHUNB1,1084.0,0.3,2102,0.7,,,,,,,,
NE046,CCHUNB1,1084.0,0.3,2102,0.6,,,,,,,,
NE047,CCHUNB6A,1084.0,0.5,2103,0.6,,,,,,,,
NE047,CCHUNB3,1084.0,0.2,2103,0.3,,,,,,,,
NE047,CCHUNB1,1084.0,0.3,2103,0.3,,,,,,,,
NE047,CCHUNB1,1084.0,0.3,2102,0.6,,,,,,,,
NE047,CCHUNB1,1084.0,0.2,2102,0.4,,,,,,,,
NE047,CCHUNB1,1084.0,0.3,2102,0.5,,,,,,,,
NE049,CCHUNB6A,1084.0,0.6,2103,0.6,,,,,,,,
NE049,CCHUNB2,1084.0,0.6,2103,0.6,,,,,,,,
NE049,CCHUNB1,1084.0,0.3,2103,0.4,1084,0.5 ,2103,0.5,,,,
NE049,CCHUNB1,1084.0,0.5,2102.0,0.8,1084,0.7,2103.0,0.8,,,,
NE049,CCHUNB1,1084.0,0.3,2102,0.6,1084,0.2 nd (Good for c and d) 0.5 nd (Good for a and b),2102,0.5 nd (Good for C and D) 0.8 Good for A and B,,,,
NE049,CCHUNB1,1084.0,0.3,2102,0.6,,,,,,,,
NE049,CCHUNB1,1084.0,0.3,2102,0.6,,,,,,,,
NE049,CCHUNB1,1084.0,0.3,2102,0.6,,,,,,,,
NE050,CCHUNB6A,1084.0,0.2,2103,0.2,,,,,,,,
NE050,CCHUNB3,1084.0,0.2,2103,0.2,,,,,,,,
NE050,CCHUNB1,1084.0,0.3,2103,0.4,,,,,,,,
NE050,CCHUNB1,1084.0,0.3,2102,0.5,1084,0.3,2103.0,0.4,,,,
NE050,CCHUNB1,1084.0,0.1,2102,0.3,,,,,,,,
NE050,CCHUNB1,1084.0,0.2,2102,0.6,,,,,,,,
NE050,CCHUNB1,1084.0,0.2,2102,0.6,,,,,,,,
NE050,CCHUNB1,1084.0,0.2,2102,0.4,1084,0.2,2102,0.5,,,,
NE050,CCHUNB1,1084.0,0.2,2102,0.5,,,,,,,,
NE051,CCHUNB2,1084.0,0.3,2103,0.3,,,,,,,,
NE051,CCHUNB1,1084.0,0.3,2103,0.3,,,,,,,,
NE051,CCHUNB1,1084.0,0.2,2102,0.5,,,,,,,,
NE051,CCHUNB1,1084.0,0.2,2102,0.5,,,,,,,,
NE052,CCHUNB6A,1084.0,0.7,2103,0.7/0.9,,,,,,,,
NE052,CCHUNB3,1084.0,0.8,2103,0.8,1084,0.9,2103,"0.8 Good for A & D, 1.0 Good for B & C",,,,
NE052,CCHUNB1,1084.0,0.2,2103,0.2,,,,,,,,
NE052,CCHUNB1,1084.0,0.3,2103,0.3,,,,,,,,
NE052,CCHUNB1,1084.0,0.3,2102,0.6,,,,,,,,
NE052,CCHUNB1,1084.0,0.3,2102,0.6,,,,,,,,
NE052,CCHUNB1,1084.0,0.5,2103.0,0.7,1084,0.3,2102,0.6,,,,
NE053,CCHUNB6A,1084.0,0.4,2103,0.5,,,,,,,,
NE053,CCHUNB2,1084.0,0.5,2103,0.5,,,,,,,,
NE053,CCHUNB3,1084.0,0.3,2103,0.4,,,,,,,,
NE053,CCHUNB3,1084.0,0.2,2103,0.3,,,,,,,,
NE053,CCHUNB1,1084.0,0.3,2103,0.3,,,,,,,,
NE053,CCHUNB1,1084.0,0.1,2103,0.1,,,,,,,,
NE053,CCHUNB1,1084.0,0.3,2102,0.5,,,,,,,,
NE053,CCHUNB1,1084.0,0.1,2102,0.3,,,,,,,,
NE053,CCHUNB1,1084.0,0.1,2102,0.3,,,,,,,,
NE053,CCHUNB1,1084.0,0.2,2102,0.5,,,,,,,,
NE053,CCHUNB1,1084.0,0.2,2102,0.5,,,,,,,,
NE053,CCHUNB1,1084.0,0.1,2102,0.3,,,,,,,,
NE054,CCHUNB6A,1084.0,0.4,2103,0.5,,,,,,,,
NE054,CCHUNB3,1084.0,0.5,2103,0.5,,,,,,,,
NE054,CCHUNB1,1084.0,0.5,2103,0.6,1084,0.8,2103,0.8,,,,
NE054,CCHUNB1,1084.0,0.7,2103.0,0.7,,,,,,,,
NE055,CCHUNB6A,1084.0,0.3,2103,0.4,,,,,,,,
NE055,CCHUNB3,1084.0,0.3,2103,0.3,,,,,,,,
NE055,CCHUNB1,1084.0,0.4,2103,0.5,,,,,,,,
NE055,CCHUNB1,1084.0,0.3,2103.0,0.5,,,,,,,,
NE055,CCHUNB1,1084.0,0.3,2102,0.7,,,,,,,,
NE056,CCHUNB1,1084.0,0.5,2103,0.6,1084,0.7,2103,0.8,,,,
NE057,CCHUNB6A,1084.0,0.5,2103,0.6,,,,,,,,
NE057,CCHUNB6A,1084.0,0.8,2103,0.8,,,,,,,,
NE057,CCHUNB6A,1084.0,0.7,2103,0.7,,,,,,,,
NE057,CCHUNB6A,1084.0,0.6,2103,0.6,,,,,,,,
NE057,CCHUNB2,1084.0,0.5,2103,0.5,,,,,,,,
NE057,CCHUNB1,1084.0,0.2,2103,0.2,1084,0.4,2103,0.4,,,,
NE057,CCHUNB1,1084.0,0.1,2102,0.3,1084,0.3,2102,0.5,,,,
NE057,CCHUNB1,1084.0,0.3,2102,0.6,,,,,,,,
NE057,CCHUNB1,1084.0,0.2,2102,0.5,,,,,,,,
NE058,CCHUNB1,1084.0,0.5,2103.0,"0.3 Good for D, 0.5 Good for A, B and C",,,,,,,,
NE059,CCHUNB6A,1084.0,0.5,2103,0.6,,,,,,,,
NE059,CCHUNB2,1084.0,0.5,2103,0.5,,,,,,,,
NE059,CCHUNB1,1084.0,0.3,2103,0.3,,,,,,,,
NE059,CCHUNB1,1084.0,0.3,2102,0.6,,,,,,,,
NE059,CCHUNB1,1084.0,0.2,2102.0,0.5,1084,0.5,2101,0.6,,,,
NE060,CCHUNB6A,1084.0,0.5,2103,0.6,1084,0.7,2103,0.7,,,,
NE060,CCHUNB2,1084.0,0.4,2103,0.4,1084,0.6,2103,0.6,,,,
NE060,CCHUNB1,1084.0,0.3,2103,0.3,,,,,,,,
NE060,CCHUNB1,1084.0,0.4,2103.0,0.5,,,,,,,,
NE060,CCHUNB1,1084.0,0.3,2102,0.7,,,,,,,,
NE060,CCHUNB1,1084.0,0.3,2102,0.5,,,,,,,,
NE060,CCHUNB1,1084.0,0.3,2102,0.6,,,,,,,,
NE061,CCHUNB1,1084.0,0.3,2102,0.7,,,,,,,,
NE061,CCHUNB1,1084.0,0.4,2103.0,0.4,,,,,,,,
NE061,CCHUNB1,1084.0,0.2,2102,0.5,,,,,,,,
NE061,CCHUNB1,1084.0,0.3,2102,0.6,,,,,,,,
NE061,CCHUNB1,1084.0,0.3,2102,0.7,1084,0.2,2102,0.3,,,,
NE061,CCHUNB1,1084.0,0.2,2102,0.5,,,,,,,,
NE061,CCHUNB1,1084.0,0.2,2102,0.5,,,,,,,,
NE062,CCHUNB6A,1084.0,0.6,2103,0.6,,,,,,,,
NE062,CCHUNB2,1084.0,0.5,2103,0.6,,,,,,,,
NE062,CCHUNB1,1084.0,0.3,2103,0.4,,,,,,,,
NE062,CCHUNB1,1084.0,0.3,2102,0.6,,,,,,,,
NE062,CCHUNB1,1084.0,0.4,2102,0.8,,,,,,,,
NE062,CCHUNB1,1084.0,0.3,2102,0.6,,,,,,,,
NE063,CCHUNB3,1084.0,0.3,2103,0.4,,,,,,,,
NE063,CCHUNB1,1084.0,0.3,2103,0.3,,,,,,,,
NE063,CCHUNB1,1084.0,0.3,2103,0.4,,,,,,,,
NE063,CCHUNB1,1084.0,0.2,2103,0.2,1084,0.3,2103,0.3,,,,
NE063,CCHUNB1,1084.0,0.1,2103,0.1,,,,,,,,
NE063,CCHUNB1,1084.0,0.3,2103,0.3,,,,,,,,
NE063,CCHUNB1,1084.0,0.3,2103,0.3,1084,0.5,2103,0.6,,,,
NE063,CCHUNB1,1084.0,0.4,2103,0.4,1084,0.7,2103,"0.9 Good for A & B, 0.6 Good for C & D",,,,
NE063,CCHUNB1,1084.0,0.3,2102,0.6,,,,,,,,
NE063,CCHUNB1,1084.0,0.3,2102,0.5,,,,,,,,
NE063,CCHUNB1,1084.0,0.2,2102,0.4,,,,,,,,
NE063,CCHUNB1,1084.0,0.3,2102,0.4,,,,,,,,
NE063,CCHUNB1,1084.0,0.2,2102,0.4,,,,,,,,
NE064,CCHUNB1,1084.0,0.3,2103,0.3,,,,,,,,
NE064,CCHUNB1,1084.0,0.4,2103,0.4,,,,,,,,
NE064,CCHUNB1,1084.0,0.4,2103.0,0.5,,,,,,,,
NE064,CCHUNB1,1084.0,0.4,2102,0.8,,,,,,,,
NE064,CCHUNB1,1084.0,0.2,2102,0.6,,,,,,,,
NE064,CCHUNB1,1084.0,0.2,2102,0.4,,,,,,,,
NE064,CCHUNB1,1084.0,0.3,2102,0.7,,,,,,,,
NE064,CCHUNB1,1084.0,0.2,2102,0.5,,,,,,,,
NE064,CCHUNB1,1084.0,0.3,2102,0.5,,,,,,,,
NE065,CCHUNB1,1084.0,0.2,2102,0.6,,,,,,,,
NE066,CCHUNB1,1084.0,0.3,2103,0.3,,,,,,,,
NE066,CCHUNB1,1084.0,0.3,2103,0.3,,,,,,,,
NE066,CCHUNB1,1084.0,0.2,2102,0.6,,,,,,,,
NE066,CCHUNB1,1084.0,0.2,2102,0.5,,,,,,,,
NE066,CCHUNB1,1084.0,0.2,2102,0.5,,,,,,,,
NE067,CCHUNB2,1084.0,0.3,2103,0.3,,,,,,,,
NE067,CCHUNB1,1084.0,0.2,2103,0.2,,,,,,,,
NE067,CCHUNB1,1084.0,0.3,2103.0,0.3,,,,,,,,
NE067,CCHUNB1,1084.0,0.3,2102,0.7,,,,,,,,
NE067,CCHUNB1,1084.0,0.1,2102,0.3,1084,0.3,2102,0.7,,,,
NE067,CCHUNB1,1084.0,0.3,2102,0.7,,,,,,,,
NE068,CCHUNB6A,1084.0,0.2,2103.0,0.2,,,,,,,,
NE068,CCHUNB6A,1084.0,0.1,2103,0.1,,,,,,,,
NE068,CCHUNB2,1084.0,0.3,2103,0.3,,,,,,,,
NE068,CCHUNB1,1084.0,0.1,2103,0.1,,,,,,,,
NE068,CCHUNB1,1084.0,0.2,2102,0.4,,,,,,,,
NE068,CCHUNB1,1084.0,0.2,2102,0.4,,,,,,,,
NE068,CCHUNB1,1084.0,0.2,2102,0.5,,,,,,,,
NE068,CCHUNB1,1084.0,0.3,2102,0.6,1084,0.4,2103.0,0.5,,,,
NE069,CCHUNB6A,1084.0,0.5,2103,0.5,,,,,,,,
NE069,CCHUNB2,1084.0,0.5,2103,0.6,,,,,,,,
NE069,CCHUNB1,1084.0,0.5,2103,0.6 ,,,,,,,,
NE069,CCHUNB1,1084.0,0.5,2102,0.8,,,,,,,,
NE069,CCHUNB1,1084.0,0.3,2102,0.6,,,,,,,,
NE069,CCHUNB1,1084.0,0.4,2102,0.8,,,,,,,,
NE070,CCHUNB6A,1084.0,0.5,2103,0.5,,,,,,,,
NE070,CCHUNB2,1084.0,0.3,2103,0.3,,,,,,,,
NE070,CCHUNB1,1084.0,0.3,2103,0.3,,,,,,,,
NE070,CCHUNB1,1084.0,0.3,2103.0,0.3,,,,,,,,
NE070,CCHUNB1,1084.0,0.3,2102,0.5,,,,,,,,
NE070,CCHUNB1,1084.0,0.3,2102,0.5,,,,,,,,
NE070,CCHUNB1,1084.0,0.3,2102,0.7,,,,,,,,
NE071,CCHUNB2,1084.0,0.7,2103,0.7,,,,,,,,
NE071,CCHUNB1,1084.0,0.5,2101,0.9,1084,0.8,2103.0,0.8,,,,
NE071,CCHUNB1,1084.0,0.4,2102,0.8,,,,,,,,
NE071,CCHUNB1,1084.0,0.5,2103.0,0.4,,,,,,,,
NE071,CCHUNB1,1084.0,0.4,2102,0.7,1084,0.5,2103.0,0.7,,,,
NE071,CCHUNB1,1084.0,0.4,2103.0,0.5,1084,0.6,2103.0,"0.6 Good for A & B, 0.8 Good for C & D",,,,
NE071,CCHUNB1,1084.0,0.6,2102,1.0,,,,,,,,
NE071,CCHUNB1,1084.0,0.6,2103.0,0.6,,,,,,,,
NE072,CCHUNB6A,1084.0,0.5,2103,0.5,,,,,,,,
NE072,CCHUNB2,1084.0,0.3,2103,0.4,,,,,,,,
NE072,CCHUNB2,1084.0,0.3,2103,0.4,,,,,,,,
NE072,CCHUNB1,1084.0,0.2,2103,0.2,,,,,,,,
NE072,CCHUNB1,1084.0,0.3,2103,0.4,,,,,,,,
NE072,CCHUNB1,1084.0,0.3,2103,0.3,,,,,,,,
NE072,CCHUNB1,1084.0,0.3,2103.0,0.4,,,,,,,,
NE072,CCHUNB1,1084.0,0.3,2102,0.5,,,,,,,,
NE072,CCHUNB1,1084.0,0.3,2102,0.6,,,,,,,,
NE073,CCHUNB6A,1084.0,0.8,2103,0.8,,,,,,,,
NE073,CCHUNB6A,1084.0,0.3,2103.0,0.3,,,,,,,,
NE073,CCHUNB2,1084.0,0.7,2103,"0.8 Good for A,B & C, 0.5 Good for D",1084,0.8,2103,0.8,,,,
NE073,CCHUNB2,1084.0,0.8,2103,"0.8 Good for A, B & C, 0.7 Good for D",,,,,,,,
NE073,CCHUNB1,1084.0,0.7,2103,0.8,,,,,,,,
NE073,CCHUNB1,1084.0,0.5,2103,0.6,1084,0.5,2103,0.6,,,,
NE073,CCHUNB1,1084.0,0.3,2103,"0.7 Good for A, B & C, 0.3 Good for D",1084,0.5,2103,0.6,,,,
NE073,CCHUNB1,1084.0,0.7,2103,0.7,1084,0.7,2103,"0.7 Good for A, B & C; 0.8 Good for D",,,,
NE073,CCHUNB1,1084.0,0.3,2102,0.7,1084,0.8,2103.0,"0.6 Good for A & D, 0.9 Good for B & C",,,,
NE073,CCHUNB1,1084.0,0.3,2103.0,"0.9 Good for A & B, 0.4 Good for C & D",1084,0.8,2103.0,"0.9 Good for A, B & C, 0.7 Good for D",,,,
